Id,SalePrice
1461,152743.82292297715
1462,159991.84275395144
1463,206845.70669795247
1464,215064.7911888794
1465,218503.1005173293
1466,194145.1498521394
1467,200681.16822013631
1468,178839.18395710364
1469,231442.02798881847
1470,139021.51344611403
1471,184998.93966797367
1472,116810.34743189672
1473,113219.08989786729
1474,159588.00287868502
1475,131034.16657259408
1476,393832.66022966756
1477,284478.2440750785
1478,338064.19254664704
1479,332646.3139345674
1480,502886.4714082163
1481,342398.4774894882
1482,226081.03311623447
1483,200131.544440703
1484,178893.22490580846
1485,199110.62948814966
1486,206293.52335986216
1487,344029.39088278264
1488,240761.20646271156
1489,222550.99397392524
1490,277115.14725778624
1491,218027.05218603415
1492,149148.20467484463
1493,207905.9084077091
1494,316359.51584092434
1495,305375.3075991818
1496,262340.9320107368
1497,189644.21465921914
1498,190834.23081752472
1499,181605.35118040117
1500,166819.96941227233
1501,228327.52977705887
1502,157947.19394205045
1503,367876.7992185829
1504,254039.2503882493
1505,245241.97630899632
1506,208361.47997391736
1507,266823.4735523518
1508,211162.96358032152
1509,167732.7026521433
1510,157663.03167209355
1511,180885.53863418056
1512,188250.12393059954
1513,169037.20226235176
1514,178475.8232758008
1515,230793.84379165247
1516,178117.1246322794
1517,205791.83135462413
1518,153551.02520669578
1519,244751.9564755531
1520,137695.95263807708
1521,153783.9370481358
1522,199904.08828273322
1523,131896.60687429318
1524,140405.96775979502
1525,141337.3730377555
1526,120318.21259866329
1527,122338.5062883459
1528,148965.43502433412
1529,179709.76543699112
1530,223475.79572696984
1531,146361.32624835847
1532,102390.02957375906
1533,177071.46068106266
1534,162157.48963064468
1535,166703.5205736882
1536,112888.6723717805
1537,67475.28914779099
1538,175811.60963893728
1539,214858.09963866323
1540,148369.81507732393
1541,153621.03127357317
1542,177712.9547069529
1543,209292.78678948944
1544,105399.92779592331
1545,131881.32095086202
1546,150817.76838118723
1547,164040.49190651393
1548,161774.2919974518
1549,138635.86768576968
1550,157410.04823032394
1551,114796.90060320776
1552,171456.02997556748
1553,173968.41895534936
1554,137266.0938115269
1555,180515.04090882326
1556,74985.44107195782
1557,145138.25495497277
1558,120190.8082014909
1559,83301.6067399336
1560,137612.22097505536
1561,134217.1529830736
1562,144880.3721384434
1563,145476.54595897393
1564,182626.2616541558
1565,175086.76875790302
1566,239102.7734632697
1567,98205.67509320378
1568,229195.34821623657
1569,156646.369388232
1570,140976.0786879044
1571,106945.7743750913
1572,160473.24281488266
1573,281975.5980626317
1574,146083.12592250528
1575,244994.74342455063
1576,271375.18527895864
1577,201084.31387862936
1578,173609.91569775017
1579,152468.06479932554
1580,206943.77092804154
1581,177889.4036616683
1582,146350.84096594807
1583,299772.4161181995
1584,233739.98182166554
1585,155665.43221322587
1586,92579.18446884165
1587,114012.06150582526
1588,173046.2912535919
1589,124562.4032772379
1590,142124.69307907112
1591,95567.93224214297
1592,146274.97449668683
1593,138271.2557389997
1594,146061.65054872725
1595,123967.77303914679
1596,246938.75945429364
1597,236207.2634721808
1598,225255.0651483913
1599,219200.66005504876
1600,194845.6223228355
1601,69583.58930322435
1602,138443.79494827427
1603,62123.44521370297
1604,277827.04704404343
1605,242323.41976395156
1606,169007.29018787527
1607,204817.12689436832
1608,218520.26966567105
1609,210407.41498691915
1610,171978.94402204547
1611,140896.2252949383
1612,200311.28391490178
1613,180681.5969122229
1614,153021.54936214304
1615,113414.02249652566
1616,86122.29403728805
1617,99732.63974423613
1618,150064.43582449947
1619,164275.82136951014
1620,211338.86735091358
1621,152553.31214956054
1622,168985.05086863786
1623,267154.6874847254
1624,222999.1491135899
1625,132475.12144694943
1626,183936.8713964182
1627,212380.14619351598
1628,296708.8466762835
1629,200313.16705111647
1630,376586.6096447818
1631,273364.28364444897
1632,266513.07982577756
1633,196458.78758955933
1634,201093.88919672742
1635,190536.75065754866
1636,160477.97871597903
1637,219197.08031144738
1638,204131.45985303493
1639,193251.12751194742
1640,249447.8114761524
1641,200483.95730737876
1642,283453.40232071746
1643,249852.9142299639
1644,261668.05050155334
1645,236496.7382674408
1646,169688.72698304523
1647,174432.52996696858
1648,144354.3917066455
1649,148020.27060174197
1650,116855.00007025106
1651,130448.8229909786
1652,117122.17906788364
1653,115202.29179432616
1654,161668.58234633692
1655,146920.73425852042
1656,160549.1830798341
1657,171412.08137484547
1658,167111.00596119883
1659,149369.84036732372
1660,170290.60269484902
1661,452489.75660648104
1662,404953.6887005023
1663,404665.4569049198
1664,544559.9546091054
1665,352439.99767258484
1666,346399.53837134875
1667,393949.8106489028
1668,382447.54564341716
1669,341119.70180333825
1670,386246.97192422254
1671,296240.7128382721
1672,436988.964959085
